;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
10/04/2017;23 - 00;170,99;50,28;50,28;50,28;50,28;50,28;50,28;50,28;194,86;194,86;194,86;175,15;175,15;175,15;50,28;50,28;50,28
11/04/2017;00 - 01;167,4;36,96;36,96;36,96;36,96;36,96;36,96;36,96;194,84;194,84;194,84;157,14;157,14;157,14;36,96;36,96;36,96
11/04/2017;01 - 02;156,39;36,59;36,59;36,59;36,59;36,59;0,97;36,59;194,54;194,54;194,54;154,61;154,61;154,61;36,59;36,59;36,59
11/04/2017;02 - 03;149,33;30,49;30,49;30,49;30,49;30,49;10,11;30,49;194,25;194,25;194,25;153,87;153,87;153,87;30,49;30,49;30,49
11/04/2017;03 - 04;149,48;41,94;41,94;41,94;41,94;41,94;41,94;41,94;194,32;194,32;194,32;153,72;153,72;153,72;41,94;41,94;41,94
11/04/2017;04 - 05;161,15;77,19;77,19;77,19;77,19;77,19;77,19;77,19;194,54;194,54;194,54;154,83;154,83;154,83;77,19;77,19;77,19
11/04/2017;05 - 06;175,36;134,01;134,01;134,01;134,01;141;134,01;134,01;194,54;194,54;194,54;165,39;165,39;161,67;141;141;141
11/04/2017;06 - 07;190,6;185,03;185,03;185,03;185,03;201,46;185,03;185,03;196,7;196,7;196,7;185,03;185,03;181,68;201,46;201,46;201,46
11/04/2017;07 - 08;204,43;204,81;204,81;204,81;204,81;230,09;204,81;204,81;204,81;204,81;204,81;204,81;204,81;182,05;230,09;230,09;230,09
11/04/2017;08 - 09;206,07;206;206;206;206;238,49;206;206;206;206;206;206;206;184,06;238,49;238,49;238,49
11/04/2017;09 - 10;204,66;204,88;204,88;204,88;204,88;231,88;204,88;204,88;204,88;204,88;204,88;204,88;204,88;184,36;231,88;231,88;231,88
11/04/2017;10 - 11;203,77;204,43;204,43;204,43;204,43;220,13;204,43;204,43;204,43;204,43;204,43;204,43;204,43;183,91;220,13;220,13;220,13
11/04/2017;11 - 12;201,53;203,17;203,17;203,17;203,17;213,28;203,17;203,17;203,17;203,17;203,17;203,17;203,17;183,54;213,28;213,28;213,28
11/04/2017;12 - 13;200,34;201,91;201,91;201,91;201,91;214,92;201,91;201,91;201,91;201,91;201,91;201,91;201,91;182,94;214,92;214,92;214,92
11/04/2017;13 - 14;199,38;201,91;201,91;201,91;201,91;209,57;201,91;201,91;201,91;201,91;201,91;201,91;201,91;182,12;209,57;209,57;209,57
11/04/2017;14 - 15;195,96;199,23;199,23;199,23;199,23;199,23;199,23;199,23;199,23;199,23;199,23;199,23;199,23;182,05;199,23;199,23;199,23
11/04/2017;15 - 16;194,54;197,96;197,96;197,96;197,96;197,96;197,96;197,96;197,96;197,96;197,96;197,96;197,96;181,83;197,96;197,96;197,96
11/04/2017;16 - 17;196,92;200,05;200,05;200,05;200,05;200,05;200,05;200,05;200,05;200,05;200,05;200,05;200,05;181,68;200,05;200,05;200,05
11/04/2017;17 - 18;201,01;203,84;203,84;203,84;203,84;203,84;203,84;203,84;203,84;203,84;203,84;203,84;203,84;181,68;203,84;203,84;203,84
11/04/2017;18 - 19;204,81;206,59;206,59;206,59;206,59;206,59;206,59;206,59;206,59;206,59;206,59;206,59;206,59;181,75;206,59;206,59;206,59
11/04/2017;19 - 20;208,23;210,46;210,46;210,46;210,46;210,46;210,46;210,46;210,46;210,46;210,46;210,46;210,46;181,9;210,46;210,46;210,46
11/04/2017;20 - 21;207,63;209,57;209,57;209,57;209,57;209,57;209,57;209,57;209,57;209,57;209,57;209,57;209,57;182,12;209,57;209,57;209,57
11/04/2017;21 - 22;205,33;207,19;207,19;207,19;207,19;207,19;207,19;207,19;207,19;207,19;207,19;207,19;207,19;182,12;207,19;207,19;207,19
11/04/2017;22 - 23;195,59;200,2;200,2;200,2;200,2;200,2;200,2;200,2;200,2;200,2;200,2;200,2;200,2;181,9;200,2;200,2;200,2
11/04/2017;23 - 00;189,04;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;181,46;192,39;192,39;192,39
12/04/2017;00 - 01;191,59;193,3;193,3;193,3;193,3;193,3;193,3;193,3;193,3;193,3;193,3;193,3;193,3;182;193,3;193,3;193,3
12/04/2017;01 - 02;185,27;181,62;181,62;181,62;181,62;181,62;181,62;181,62;192,33;192,33;192,33;182,59;182,59;181,62;181,62;181,62;181,62
12/04/2017;02 - 03;185,04;179,84;179,84;179,84;179,84;179,84;171,21;171,21;193,38;193,38;193,38;182,29;182,29;179,84;179,84;179,84;179,84
12/04/2017;03 - 04;186,98;182;182;182;182;182;152,47;152,47;193,52;193,52;193,52;182,22;182,22;181,48;182;182;182
12/04/2017;04 - 05;190,18;184,52;184,52;184,52;184,52;184,52;171,14;171,14;194,42;194,42;194,42;184,52;184,52;181,62;184,52;184,52;184,52
12/04/2017;05 - 06;191,59;193,23;193,23;193,23;193,23;193,23;171,73;171,73;193,23;193,23;193,23;193,23;193,23;181,85;193,23;193,23;193,23
12/04/2017;06 - 07;208,92;209,22;209,22;209,22;209,22;236,07;209,22;209,22;209,22;209,22;209,22;209,22;209,22;182,59;236,07;236,07;236,07
12/04/2017;07 - 08;214,5;214,13;214,13;214,13;214,13;269,68;214,13;214,13;214,13;214,13;214,13;214,13;214,13;185,12;269,68;269,68;269,68
12/04/2017;08 - 09;214,87;214,5;214,5;214,5;214,5;276,97;214,5;214,5;214,5;214,5;214,5;214,5;214,5;186,01;276,97;276,97;276,97
12/04/2017;09 - 10;214,42;214,13;214,13;214,13;214,13;275,19;214,13;214,13;214,13;214,13;214,13;214,13;214,13;185,79;275,19;275,19;275,19
12/04/2017;10 - 11;213,01;212,86;212,86;212,86;212,86;237,63;217,84;212,86;212,86;212,86;212,86;212,86;212,86;184,82;237,63;237,63;237,63
12/04/2017;11 - 12;208,77;208,4;208,4;208,4;208,4;236,14;203,42;208,4;208,4;208,4;208,4;208,4;208,4;183,19;236,14;236,14;236,14
12/04/2017;12 - 13;207,13;207,21;207,21;207,21;207,21;231,01;207,21;207,21;207,21;207,21;207,21;207,21;207,21;182,29;231,01;231,01;231,01
12/04/2017;13 - 14;206,09;206,47;206,47;206,47;206,47;229,15;206,47;206,47;206,47;206,47;206,47;206,47;206,47;182;229,15;229,15;229,15
12/04/2017;14 - 15;203,34;204,83;204,83;204,83;204,83;204,83;204,83;204,83;204,83;204,83;204,83;204,83;204,83;181,77;204,83;204,83;204,83
12/04/2017;15 - 16;203,27;204,23;204,23;204,23;204,23;214,27;204,23;204,23;204,23;204,23;204,23;204,23;204,23;181,33;214,27;214,27;214,27
12/04/2017;16 - 17;201,33;201,63;201,63;201,63;201,63;217,4;201,63;201,63;201,63;201,63;201,63;201,63;201,63;180,95;217,4;217,4;217,4
12/04/2017;17 - 18;204,08;204,98;204,98;204,98;204,98;213,01;204,98;204,98;204,98;204,98;204,98;204,98;204,98;180,88;213,01;213,01;213,01
12/04/2017;18 - 19;209,59;210,48;210,48;210,48;210,48;223,27;210,48;210,48;210,48;210,48;210,48;210,48;210,48;181,03;223,27;223,27;223,27
12/04/2017;19 - 20;211,08;211,6;211,6;211,6;211,6;245,51;211,6;211,6;211,6;211,6;211,6;211,6;211,6;181,33;245,51;245,51;245,51
12/04/2017;20 - 21;209,66;211,67;211,67;211,67;211,67;211,67;211,67;211,67;211,67;211,67;211,67;211,67;211,67;181,48;211,67;211,67;211,67
12/04/2017;21 - 22;207,43;209,89;209,89;209,89;209,89;209,89;209,89;209,89;209,89;209,89;209,89;209,89;209,89;181,4;209,89;209,89;209,89
12/04/2017;22 - 23;199,99;203,19;203,19;203,19;203,19;203,19;203,19;203,19;203,19;203,19;203,19;203,19;203,19;181,18;203,19;203,19;203,19
12/04/2017;23 - 00;183,86;180,36;180,36;180,36;180,36;180,36;171,43;171,43;190,77;190,77;190,77;180,36;180,36;180,36;180,36;180,36;180,36
13/04/2017;00 - 01;187,98;179,13;179,13;179,13;179,13;179,13;133,92;133,92;197,35;197,35;197,35;179,13;179,13;179,13;179,13;179,13;179,13
13/04/2017;01 - 02;183,37;174,45;174,45;174,45;174,45;174,45;119,05;119,05;195,27;195,27;195,27;175,34;175,34;174,45;174,45;174,45;174,45
13/04/2017;02 - 03;181,88;171,4;171,4;171,4;171,4;171,4;133,48;133,48;194,38;194,38;194,38;175,34;175,34;171,4;171,4;171,4;171,4
13/04/2017;03 - 04;181,88;171,62;171,62;171,62;171,62;171,62;147,23;147,23;193,63;193,63;193,63;175,27;175,27;171,62;171,62;171,62;171,62
13/04/2017;04 - 05;187,83;179,65;179,65;179,65;179,65;179,65;148,87;148,87;194,38;194,38;194,38;179,65;179,65;179,65;179,65;179,65;179,65
13/04/2017;05 - 06;195,49;198,99;198,99;198,99;198,99;198,99;198,99;198,99;198,99;198,99;198,99;198,99;198,99;181,29;198,99;198,99;198,99
13/04/2017;06 - 07;207,39;206,8;206,8;206,8;206,8;275,21;206,8;206,8;206,8;206,8;206,8;206,8;206,8;181,74;275,21;275,21;275,21
13/04/2017;07 - 08;210,07;208,65;208,65;208,65;208,65;299;208,65;208,65;208,65;208,65;208,65;208,65;208,65;182,41;299;299;299
13/04/2017;08 - 09;212,52;211,03;211,03;211,03;211,03;366,82;211,03;211,03;211,03;211,03;211,03;211,03;211,03;184,12;366,82;366,82;366,82
13/04/2017;09 - 10;213,34;211,63;211,63;211,63;211,63;328,67;211,63;211,63;211,63;211,63;211,63;211,63;211,63;184,34;328,67;328,67;328,67
13/04/2017;10 - 11;212,97;211,7;211,7;211,7;211,7;282,72;211,7;211,7;211,7;211,7;211,7;211,7;211,7;184,04;282,72;282,72;282,72
13/04/2017;11 - 12;211,55;210,36;210,36;210,36;210,36;284,43;215,35;210,36;210,36;210,36;210,36;210,36;210,36;183;284,43;284,43;284,43
13/04/2017;12 - 13;206,5;205,75;205,75;205,75;205,75;259,37;200,85;205,75;205,75;205,75;205,75;205,75;205,75;182,11;259,37;259,37;259,37
13/04/2017;13 - 14;204,56;203,9;203,9;203,9;203,9;246,88;203,9;203,9;203,9;203,9;203,9;203,9;203,9;181,96;246,88;246,88;246,88
13/04/2017;14 - 15;201,29;203,3;203,3;203,3;203,3;217,58;203,3;203,3;203,3;203,3;203,3;203,3;203,3;181,81;217,58;217,58;217,58
13/04/2017;15 - 16;201,89;202,41;202,41;202,41;202,41;232,23;202,41;202,41;202,41;202,41;202,41;202,41;202,41;181,88;232,23;232,23;232,23
13/04/2017;16 - 17;205,23;205,16;205,16;205,16;205,16;235,57;205,16;205,16;205,16;205,16;205,16;205,16;205,16;181,88;235,57;235,57;235,57
13/04/2017;17 - 18;208,73;208,65;208,65;208,65;208,65;238,18;208,65;208,65;208,65;208,65;208,65;208,65;208,65;181,96;238,18;238,18;238,18
13/04/2017;18 - 19;210,14;209,55;209,55;209,55;209,55;262,12;209,55;209,55;209,55;209,55;209,55;209,55;209,55;182,11;262,12;262,12;262,12
13/04/2017;19 - 20;210,74;209,55;209,55;209,55;209,55;298,63;209,55;209,55;209,55;209,55;209,55;209,55;209,55;183,45;298,63;298,63;298,63
13/04/2017;20 - 21;209,84;210,29;210,29;210,29;210,29;255,58;210,29;210,29;210,29;210,29;210,29;210,29;210,29;184,04;255,58;255,58;255,58
13/04/2017;21 - 22;207,24;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;184,12;208,73;208,73;208,73
13/04/2017;22 - 23;205,08;206,5;206,5;206,5;206,5;206,5;206,5;206,5;206,5;206,5;206,5;206,5;206,5;184,04;206,5;206,5;206,5
13/04/2017;23 - 00;201,59;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;182,48;204,19;204,19;204,19
14/04/2017;00 - 01;200,75;203,95;203,95;203,95;203,95;203,95;203,95;203,95;203,95;203,95;203,95;203,95;203,95;181,56;203,95;203,95;203,95
14/04/2017;01 - 02;195,55;199,19;199,19;199,19;199,19;199,19;199,19;199,19;199,19;199,19;199,19;199,19;199,19;181,34;199,19;199,19;199,19
14/04/2017;02 - 03;194,8;198,22;198,22;198,22;198,22;198,22;198,22;198,22;198,22;198,22;198,22;198,22;198,22;181,26;198,22;198,22;198,22
14/04/2017;03 - 04;195,4;198,82;198,82;198,82;198,82;198,82;198,82;198,82;198,82;198,82;198,82;198,82;198,82;181,26;198,82;198,82;198,82
14/04/2017;04 - 05;195,17;198,52;198,52;198,52;198,52;198,52;198,52;198,52;198,52;198,52;198,52;198,52;198,52;181,41;198,52;198,52;198,52
14/04/2017;05 - 06;196,29;199,04;199,04;199,04;199,04;199,04;199,04;199,04;199,04;199,04;199,04;199,04;199,04;181,64;199,04;199,04;199,04
14/04/2017;06 - 07;197,33;200,31;200,31;200,31;200,31;202,24;200,31;200,31;200,31;200,31;200,31;200,31;200,31;181,86;202,24;202,24;202,24
14/04/2017;07 - 08;204,54;206,03;206,03;206,03;206,03;228,12;206,03;206,03;206,03;206,03;206,03;206,03;206,03;182,16;228,12;228,12;228,12
14/04/2017;08 - 09;211,83;211,69;211,69;211,69;211,69;258,02;211,69;211,69;211,69;211,69;211,69;211,69;211,69;183,35;258,02;258,02;258,02
14/04/2017;09 - 10;210,87;209,97;209,97;209,97;209,97;280,64;209,97;209,97;209,97;209,97;209,97;209,97;209,97;183,94;280,64;280,64;280,64
14/04/2017;10 - 11;208,04;206,93;206,93;206,93;206,93;276,77;206,93;206,93;206,93;206,93;206,93;206,93;206,93;183,87;276,77;276,77;276,77
14/04/2017;11 - 12;207,37;207,37;207,37;207,37;207,37;262,41;207,37;207,37;207,37;207,37;207,37;207,37;207,37;182,9;262,41;262,41;262,41
14/04/2017;12 - 13;202,98;203,13;203,13;203,13;203,13;262,64;203,13;203,13;203,13;203,13;203,13;203,13;203,13;182,16;262,64;262,64;262,64
14/04/2017;13 - 14;205,59;205,96;205,96;205,96;205,96;249,17;205,96;205,96;205,96;205,96;205,96;205,96;205,96;182,01;249,17;249,17;249,17
14/04/2017;14 - 15;202,76;205,66;205,66;205,66;205,66;205,66;205,66;205,66;205,66;205,66;205,66;205,66;205,66;181,93;205,66;205,66;205,66
14/04/2017;15 - 16;204,69;206,7;206,7;206,7;206,7;216,15;206,7;206,7;206,7;206,7;206,7;206,7;206,7;181,86;216,15;216,15;216,15
14/04/2017;16 - 17;209,68;210,79;210,79;210,79;210,79;234,82;210,79;210,79;210,79;210,79;210,79;210,79;210,79;181,93;234,82;234,82;234,82
14/04/2017;17 - 18;214,66;215,33;215,33;215,33;215,33;257,73;215,33;215,33;215,33;215,33;215,33;215,33;215,33;182,01;257,73;257,73;257,73
14/04/2017;18 - 19;218,45;219,35;219,35;219,35;219,35;276,99;219,35;219,35;219,35;219,35;219,35;219,35;219,35;182,16;276,99;276,99;276,99
14/04/2017;19 - 20;223,74;228,5;228,5;228,5;228,5;294,62;228,5;228,5;222,32;222,32;222,32;222,32;222,32;183,35;294,62;294,62;294,62
14/04/2017;20 - 21;222,92;239,06;239,06;239,06;239,06;239,06;239,06;239,06;224,11;224,11;224,11;224,11;224,11;183,79;239,06;239,06;239,06
14/04/2017;21 - 22;220,39;226,12;226,12;226,12;226,12;226,12;226,12;226,12;224,11;224,11;224,11;224,11;224,11;183,87;226,12;226,12;226,12
14/04/2017;22 - 23;217,12;222,17;222,17;222,17;222,17;222,17;222,17;222,17;222,17;222,17;222,17;222,17;222,17;183,5;222,17;222,17;222,17
14/04/2017;23 - 00;213,69;215,63;215,63;215,63;215,63;215,63;215,63;215,63;215,63;215,63;215,63;215,63;215,63;182,23;215,63;215,63;215,63
15/04/2017;00 - 01;219,35;223,21;223,21;223,21;223,21;223,21;224,03;224,03;223,21;223,21;223,21;217,78;217,78;182,6;223,21;223,21;223,21
15/04/2017;01 - 02;214,96;217,56;217,56;217,56;217,56;217,56;226,93;226,93;217,56;217,56;217,56;214,88;214,88;182,08;217,56;217,56;217,56
15/04/2017;02 - 03;211,16;213,1;213,1;213,1;213,1;213,1;214,36;213,1;213,1;213,1;213,1;213,1;213,1;182,01;213,1;213,1;213,1
15/04/2017;03 - 04;201,79;204,62;204,62;204,62;204,62;204,62;193,24;194,43;205,14;205,14;205,14;204,62;204,62;181,86;204,62;204,62;204,62
15/04/2017;04 - 05;204,77;206,93;206,93;206,93;206,93;206,93;206,93;206,93;206,93;206,93;206,93;206,93;206,93;181,86;206,93;206,93;206,93
15/04/2017;05 - 06;202,69;205,29;205,29;205,29;205,29;205,29;205,29;205,29;205,29;205,29;205,29;205,29;205,29;181,78;205,29;205,29;205,29
15/04/2017;06 - 07;205,07;207,37;207,37;207,37;207,37;207,37;207,37;207,37;207,37;207,37;207,37;207,37;207,37;182,08;207,37;207,37;207,37
15/04/2017;07 - 08;205,07;207,3;207,3;207,3;207,3;207,3;207,3;207,3;207,3;207,3;207,3;207,3;207,3;182,16;207,3;207,3;207,3
15/04/2017;08 - 09;208,78;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;182,83;210,94;210,94;210,94
15/04/2017;09 - 10;212,21;213,69;213,69;213,69;213,69;213,69;213,69;213,69;213,69;213,69;213,69;213,69;213,69;183,42;213,69;213,69;213,69
15/04/2017;10 - 11;212,88;213,99;213,99;213,99;213,99;222,99;213,99;213,99;213,99;213,99;213,99;213,99;213,99;183,12;222,99;222,99;222,99
15/04/2017;11 - 12;211,02;212,5;212,5;212,5;212,5;214,51;212,5;212,5;212,5;212,5;212,5;212,5;212,5;182,31;214,51;214,51;214,51
15/04/2017;12 - 13;207,74;210,05;210,05;210,05;210,05;210,05;210,05;210,05;210,05;210,05;210,05;210,05;210,05;181,93;210,05;210,05;210,05
15/04/2017;13 - 14;205,51;208,04;208,04;208,04;208,04;208,04;208,04;208,04;208,04;208,04;208,04;208,04;208,04;181,71;208,04;208,04;208,04
15/04/2017;14 - 15;201,87;205,07;205,07;205,07;205,07;205,07;196,59;196,59;205,07;205,07;205,07;205,07;205,07;181,56;205,07;205,07;205,07
15/04/2017;15 - 16;199,93;202,98;202,98;202,98;202,98;202,98;195,92;195,92;202,98;202,98;202,98;202,98;202,98;181,56;202,98;202,98;202,98
15/04/2017;16 - 17;199,49;202,46;202,46;202,46;202,46;202,46;190,04;190,04;202,46;202,46;202,46;202,46;202,46;181,71;202,46;202,46;202,46
15/04/2017;17 - 18;203,28;205,74;205,74;205,74;205,74;205,74;205,74;205,74;205,74;205,74;205,74;205,74;205,74;181,86;205,74;205,74;205,74
15/04/2017;18 - 19;205,21;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;182,16;207,59;207,59;207,59
15/04/2017;19 - 20;206,78;209,38;209,38;209,38;209,38;209,38;209,38;209,38;209,38;209,38;209,38;209,38;209,38;182,38;209,38;209,38;209,38
15/04/2017;20 - 21;209,23;211,83;211,83;211,83;211,83;211,83;211,83;211,83;211,83;211,83;211,83;211,83;211,83;182,83;211,83;211,83;211,83
15/04/2017;21 - 22;208,56;211,16;211,16;211,16;211,16;211,16;211,16;211,16;211,16;211,16;211,16;211,16;211,16;182,68;211,16;211,16;211,16
15/04/2017;22 - 23;204,17;206,7;206,7;206,7;206,7;206,7;206,7;206,7;206,7;206,7;206,7;206,7;206,7;182,16;206,7;206,7;206,7
15/04/2017;23 - 00;201,94;205,14;205,14;205,14;205,14;205,14;205,14;205,14;205,14;205,14;205,14;205,14;205,14;181,86;205,14;205,14;205,14
16/04/2017;00 - 01;208,56;211,02;211,02;211,02;211,02;211,02;211,02;211,02;211,02;211,02;211,02;211,02;211,02;181,64;211,02;211,02;211,02
16/04/2017;01 - 02;207,59;209,68;209,68;209,68;209,68;209,68;209,68;209,68;209,68;209,68;209,68;209,68;209,68;181,34;209,68;209,68;209,68
16/04/2017;02 - 03;207,15;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;181,26;209,23;209,23;209,23
16/04/2017;03 - 04;206,55;208,78;208,78;208,78;208,78;208,78;208,78;208,78;208,78;208,78;208,78;208,78;208,78;181,26;208,78;208,78;208,78
16/04/2017;04 - 05;207;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;209,23;181,26;209,23;209,23;209,23
16/04/2017;05 - 06;208,26;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;181,26;210,64;210,64;210,64
16/04/2017;06 - 07;208,41;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;210,64;181,34;210,64;210,64;210,64
16/04/2017;07 - 08;207,89;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;181,41;209,83;209,83;209,83
16/04/2017;08 - 09;209,53;211,69;211,69;211,69;211,69;211,69;211,69;211,69;211,69;211,69;211,69;211,69;211,69;181,56;211,69;211,69;211,69
16/04/2017;09 - 10;209,53;211,61;211,61;211,61;211,61;211,61;211,61;211,61;211,61;211,61;211,61;211,61;211,61;181,78;211,61;211,61;211,61
16/04/2017;10 - 11;210,57;212,43;212,43;212,43;212,43;212,43;212,43;212,43;212,43;212,43;212,43;212,43;212,43;181,86;212,43;212,43;212,43
16/04/2017;11 - 12;212,13;213,77;213,77;213,77;213,77;213,77;213,77;213,77;213,77;213,77;213,77;213,77;213,77;181,78;213,77;213,77;213,77
16/04/2017;12 - 13;209,83;212,06;212,06;212,06;212,06;212,06;212,06;212,06;212,06;212,06;212,06;212,06;212,06;181,64;212,06;212,06;212,06
16/04/2017;13 - 14;208,56;210,72;210,72;210,72;210,72;210,72;210,72;210,72;210,72;210,72;210,72;210,72;210,72;181,56;210,72;210,72;210,72
16/04/2017;14 - 15;205,66;207,97;207,97;207,97;207,97;207,97;207,97;207,97;207,97;207,97;207,97;207,97;207,97;181,49;207,97;207,97;207,97
16/04/2017;15 - 16;203,35;206,03;206,03;206,03;206,03;206,03;206,03;206,03;206,03;206,03;206,03;206,03;206,03;181,41;206,03;206,03;206,03
16/04/2017;16 - 17;203,73;206,33;206,33;206,33;206,33;206,33;206,33;206,33;206,33;206,33;206,33;206,33;206,33;181,49;206,33;206,33;206,33
16/04/2017;17 - 18;206,55;208,86;208,86;208,86;208,86;208,86;189,15;208,86;208,86;208,86;208,86;208,86;208,86;181,56;208,86;208,86;208,86
16/04/2017;18 - 19;214,74;216,97;216,97;216,97;216,97;216,97;231,1;216,97;216,97;216,97;216,97;216,97;216,97;181,71;216,97;216,97;216,97
16/04/2017;19 - 20;221,13;225,52;225,52;225,52;225,52;225,52;231,1;231,1;225,52;225,52;225,52;225,52;225,52;181,93;225,52;225,52;225,52
16/04/2017;20 - 21;231,54;237,94;237,94;237,94;237,94;237,94;237,94;237,94;237,94;237,94;237,94;237,94;237,94;182,38;237,94;237,94;237,94
16/04/2017;21 - 22;230,35;236,23;236,23;236,23;236,23;236,23;236,23;236,23;236,23;236,23;236,23;236,23;236,23;183,2;236,23;236,23;236,23
16/04/2017;22 - 23;225,45;229,83;229,83;229,83;229,83;229,83;229,83;229,83;229,83;229,83;229,83;229,83;229,83;184,02;229,83;229,83;229,83
16/04/2017;23 - 00;217,41;221,13;221,13;221,13;221,13;221,13;221,13;221,13;221,13;221,13;221,13;221,13;221,13;182,75;221,13;221,13;221,13
17/04/2017;00 - 01;213,99;217,26;217,26;217,26;217,26;217,26;211,98;217,26;217,26;217,26;217,26;217,26;217,26;182,16;217,26;217,26;217,26
17/04/2017;01 - 02;206,4;202,76;202,76;202,76;202,76;202,76;178,59;178,59;212,58;212,58;212,58;202,76;202,76;181,93;202,76;202,76;202,76
17/04/2017;02 - 03;204,02;201,64;201,64;201,64;201,64;201,64;164,16;164,16;209,68;209,68;209,68;201,64;201,64;181,78;201,64;201,64;201,64
17/04/2017;03 - 04;201,87;202,91;202,91;202,91;202,91;202,91;156,79;156,79;207,15;207,15;207,15;202,91;202,91;181,78;202,91;202,91;202,91
17/04/2017;04 - 05;202,54;205,81;205,81;205,81;205,81;205,81;205,81;205,81;205,81;205,81;205,81;205,81;205,81;181,78;205,81;205,81;205,81
17/04/2017;05 - 06;205,14;207,89;207,89;207,89;207,89;207,89;207,89;207,89;207,89;207,89;207,89;207,89;207,89;181,86;207,89;207,89;207,89
17/04/2017;06 - 07;207,22;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;182,08;209,83;209,83;209,83
17/04/2017;07 - 08;206,93;209,16;209,16;209,16;209,16;209,16;204,1;207,82;209,16;209,16;209,16;209,16;209,16;182,31;209,16;209,16;209,16
17/04/2017;08 - 09;216,07;218,68;218,68;218,68;218,68;218,68;222,4;218,68;218,68;218,68;218,68;218,68;218,68;183,2;218,68;218,68;218,68
17/04/2017;09 - 10;220,91;224,4;224,4;224,4;224,4;227,9;224,4;224,4;224,4;222,62;224,4;224,4;224,4;183,64;227,9;227,9;227,9
17/04/2017;10 - 11;219,05;220,16;220,16;220,16;220,16;235,86;220,16;220,16;220,16;220,16;220,16;220,16;220,16;183,79;235,86;235,86;235,86
17/04/2017;11 - 12;215,03;216,15;216,15;216,15;216,15;236,23;215,7;216,15;216,15;216,15;216,15;216,15;216,15;183,2;236,23;236,23;236,23
17/04/2017;12 - 13;209,83;210,72;210,72;210,72;210,72;235,86;210,72;210,72;210,72;210,72;210,72;210,72;210,72;182,53;235,86;235,86;235,86
17/04/2017;13 - 14;208,86;209,45;209,45;209,45;209,45;238,02;209,45;209,45;209,45;209,45;209,45;209,45;209,45;182,16;238,02;238,02;238,02
17/04/2017;14 - 15;204,84;207,45;207,45;207,45;207,45;207,45;207,45;207,45;207,45;207,45;207,45;207,45;207,45;182,01;207,45;207,45;207,45
17/04/2017;15 - 16;205,81;208,26;208,26;208,26;208,26;208,26;208,26;208,26;208,26;208,26;208,26;208,26;208,26;181,86;208,26;208,26;208,26
17/04/2017;16 - 17;206,18;208,64;208,64;208,64;208,64;208,64;208,64;208,64;208,64;208,64;208,64;208,64;208,64;181,78;208,64;208,64;208,64
17/04/2017;17 - 18;205,96;207,89;207,89;207,89;207,89;222,84;207,89;207,89;207,89;207,89;207,89;207,89;207,89;181,86;222,84;222,84;222,84
17/04/2017;18 - 19;207,74;209,83;209,83;209,83;209,83;219,12;188,63;209,83;209,83;209,83;209,83;209,83;209,83;182,08;219,12;219,12;219,12
17/04/2017;19 - 20;221,06;221,65;221,65;221,65;221,65;238,91;239,13;221,65;221,65;221,65;221,65;221,65;221,65;182,45;238,91;238,91;238,91
17/04/2017;20 - 21;226,64;230,58;230,58;230,58;230,58;230,58;234,22;234,22;230,58;230,58;230,58;230,58;230,58;183,72;230,58;230,58;230,58
17/04/2017;21 - 22;225,37;229,46;229,46;229,46;229,46;229,46;229,46;229,46;229,46;229,46;229,46;229,46;229,46;183,79;229,46;229,46;229,46
17/04/2017;22 - 23;219,5;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;183,35;221,58;221,58;221,58
17/04/2017;23 - 00;215,33;218,23;218,23;218,23;218,23;218,23;218,23;218,23;218,23;218,23;218,23;218,23;218,23;182,08;218,23;218,23;218,23
18/04/2017;00 - 01;214,51;216,07;216,07;216,07;216,07;216,07;216,07;216,07;216,07;216,07;216,07;216,07;216,07;181,86;216,07;216,07;216,07
18/04/2017;01 - 02;209,75;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;210,94;181,56;210,94;210,94;210,94
18/04/2017;02 - 03;205,36;206,55;206,55;206,55;206,55;206,55;206,55;206,55;206,55;206,55;206,55;206,55;206,55;181,49;206,55;206,55;206,55
